,SMILES,gap
96695,CN=C(NC(N)=O)C#C,0.2063
96696,CN=C(OC(C)=O)C#C,0.224
96697,CN=C(OC(C)=O)C#N,0.2242
96698,CN=C(OC(N)=O)C#C,0.2238
96699,CN=C(OC(N)=O)C#N,0.221
96700,CN=C(NC(C)=O)C=O,0.1817
96701,CN=C(NC(N)=O)C=O,0.1813
96702,CN=C(OC(C)=O)C=O,0.1743
96703,CN=C(OC(N)=O)C=O,0.1649
96704,CN=C(NC(C)C)C#N,0.2009
96705,CN=C(OC(C)C)C#C,0.2248
96706,CN=C(OC(C)C)C#N,0.2273
96707,CN=C(NC(C)C)C=O,0.1583
96708,CN=C(OC(C)C)C=O,0.1697
96709,CN=C(NC1CC1)C#N,0.2025
96710,CN=C(OC1CC1)C#C,0.2225
96711,CN=C(OC1CC1)C#N,0.2219
96712,CN=C(NC1CC1)C=O,0.1609
96713,CN=C(OC1CC1)C=O,0.1697
96714,CN=C(NC=O)C#CC,0.2002
96715,CN=C(OC=O)C#CC,0.219
96716,CN=C(NC=N)C(C)=O,0.1582
96717,CN=C(NC=N)C(N)=O,0.1953
96718,CN=C(NC=[NH2+])C([O-])=O,0.1787
96719,CN=C(NC=O)C(C)=O,0.2047
96720,CN=C(NC=O)C(N)=O,0.1974
96721,CN=C(OC=O)C(C)=O,0.1698
96722,CN=C(OC=O)C(N)=N,0.2043
96723,CN=C(OC=O)C(N)=O,0.1927
96724,CN=C(NC=O)C(C)C,0.2275
96725,CN=C(NC=O)C(C)O,0.2156
96726,CN=C(OC=O)C(C)C,0.2382
96727,CN=C(OC=O)C(C)O,0.2318
96728,CN=C(NC=O)C1CC1,0.2221
96729,CN=C(NC=O)C1CN1,0.2146
96730,CN=C(NC=O)C1CO1,0.2281
96731,CN=C(NC=O)N1CC1,0.2249
96732,CN=C(OC=O)C1CC1,0.2389
96733,CN=C(OC=O)C1CN1,0.229
96734,CN=C(OC=O)C1CO1,0.2304
96735,CN=C(CC#C)NC=O,0.2249
96736,CN=C(CC#C)OC=O,0.2555
96737,CN=C(CC#N)NC=O,0.2294
96738,CN=C(CC#N)OC=O,0.256
96739,CN=C(CC=O)NC=O,0.2071
96740,CN=C(CC=O)OC=O,0.2298
96741,CN=C(NC=O)NC=O,0.2013
96742,CN=C(NCC#C)C#N,0.2053
96743,CN=C(NCC#N)C#N,0.2096
96744,CN=C(OCC#C)C#C,0.2286
96745,CN=C(OCC#C)C#N,0.2275
96746,CN=C(OCC#N)C#C,0.2303
96747,CN=C(OCC#N)C#N,0.2347
96748,CN=C(NCC#C)C=O,0.164
96749,CN=C(NCC#N)C=O,0.166
96750,CN=C(OCC#C)C=O,0.1706
96751,CN=C(OCC#N)C=O,0.1729
96752,CN=C(NCC=O)C#N,0.1969
96753,CN=C(OCC=O)C#C,0.2251
96754,CN=C(OCC=O)C#N,0.2144
96755,CN=C(NCC=O)C=O,0.1552
96756,CN=C(OCC=O)C=O,0.1716
96757,CN=C1C(O)C(C)N1C,0.2488
96758,CN=C1N(C)C2CC12O,0.2225
96759,CN=C1C(O)C2CCN12,0.2266
96760,CN=C1C2OCC2N1C,0.2342
96761,CN=C1N(C)C=CC1=O,0.142
96762,CN=C1C(C)N=CN1C,0.2149
96763,CN=C1N(C)CC11CO1,0.2371
96764,CN=C1C(C)CN1C=O,0.2251
96765,CN=C1C(O)CN1C=N,0.2147
96766,CN=C1C(O)CN1C=O,0.2237
96767,CN=C1N(C)CCC1=O,0.1578
96768,CN=C1C(O)C2C(C)N12,0.2347
96769,CN=C1C2C3N=CN1C23,0.2074
96770,CN=C1N2C3CC1(O)C23,0.2625
96771,CN=C1C2OCC3C2N13,0.2388
96772,CN=C1C(O)C2(C)CN12,0.2403
96773,CN=C1N2CC2C1(C)O,0.2399
96774,CN=C1N2CC2C11CN1,0.241
96775,CN=C1N2CC2C11CO1,0.2332
96776,CN=C1C(C#N)C2CN12,0.2441
96777,CN=C1C2CC2N1C=O,0.2319
96778,CN=C1C2OC2C2CN12,0.2274
96779,CN=C1N2CC2CC1=O,0.1528
96780,CN=C1N2CC3C2C13O,0.2511
96781,CN=C1C2OC3CN1C23,0.2192
96782,CN=C1C=CC(=O)N1C,0.1677
96783,CN=C1C=CCN1C=O,0.1902
96784,CN=C1NC(=O)C(C)=C1,0.1851
96785,CN=C1NC(=O)C(N)=C1,0.1657
96786,CN=C1OC(=O)C(C)=C1,0.1896
96787,CN=C1OC(=O)C(N)=C1,0.168
96788,CN=C1NC(=N)C2NC12,0.2259
96789,CN=C1NC(=N)C2OC12,0.2228
96790,CN=C1NC(=O)C2CC12,0.2309
96791,CN=C1NC(=O)C2CN12,0.229
96792,CN=C1NC(=O)C2NC12,0.2258
96793,CN=C1NC(=O)C2OC12,0.2241
96794,CN=C1NC(=O)N2CC12,0.2387
96795,CN=C1OC(=O)C2CC12,0.2424
96796,CN=C1OC(=O)C2NC12,0.2364
96797,CN=C1OC(=O)C2OC12,0.2336
96798,CN=C1OC(=O)N2CC12,0.2503
96799,CN=C1NC(=O)C=C1C,0.1846
96800,CN=C1NC(=O)C=C1N,0.1726
96801,CN=C1OC(=O)C=C1C,0.1913
96802,CN=C1OC(=O)C=C1N,0.1817
96803,CN=C1NC(=N)OC1C,0.2455
96804,CN=C1NC(=O)CC1C,0.2405
96805,CN=C1NC(=O)CC1O,0.2417
96806,CN=C1NC(=O)CN1C,0.216
96807,CN=C1NC(=O)NC1C,0.2479
96808,CN=C1NC(=O)OC1C,0.2549
96809,CN=C1OC(=O)CC1C,0.2527
96810,CN=C1OC(=O)CC1N,0.2451
96811,CN=C1OC(=O)CC1O,0.2549
96812,CN=C1OC(=O)NC1C,0.2663
96813,CN=C1OC(=O)OC1C,0.2673
96814,CN=C1NC(=O)CC=C1,0.2053
96815,CN=C1OC(=O)CC=C1,0.2124
96816,CN=C1NC(C#C)C1O,0.251
96817,CN=C1NC(C#N)C1N,0.2521
96818,CN=C1NC(C#N)C1O,0.2521
96819,CN=C1OC(C#C)C1C,0.2626
96820,CN=C1OC(C#C)C1N,0.254
96821,CN=C1OC(C#C)C1O,0.2608
96822,CN=C1OC(C#N)C1C,0.2584
96823,CN=C1OC(C#N)C1N,0.2519
96824,CN=C1OC(C#N)C1O,0.2601
96825,CN=C1NC(C)(C)C1O,0.2575
96826,CN=C1OC(C)(C)C1C,0.2774
96827,CN=C1OC(C)(C)C1N,0.2646
96828,CN=C1OC(C)(C)C1O,0.2732
96829,CN=C1OC(C)(C)C=C1,0.2012
96830,CN=C1CC(C)(O1)C#C,0.2668
96831,CN=C1CC(C)(O1)C#N,0.2642
96832,CN=C1CC(C)(O1)C=O,0.2106
96833,CN=C1NC(C)=CC1=O,0.1504
96834,CN=C1NC(C)=NC1C,0.224
96835,CN=C1CC(=O)C(C)O1,0.2066
96836,CN=C1CC(C)C(=O)N1,0.2406
96837,CN=C1CC(C)C(=O)O1,0.2521
96838,CN=C1CC(N)C(=O)O1,0.2424
96839,CN=C1CC(O)C(=O)N1,0.2393
96840,CN=C1CC(O)C(=O)O1,0.25
96841,CN=C1CN(C)C(=O)N1,0.241
96842,CN=C1CN(C)C(=O)O1,0.2586
96843,CN=C1NC(=N)C(C)O1,0.2435
96844,CN=C1NC(=O)C(C)O1,0.2424
96845,CN=C1NC(C)C(=O)N1,0.2236
96846,CN=C1OC(C)C(C)=C1,0.2073
96847,CN=C1OC(C)C(N)=C1,0.2076
96848,CN=C1CC(C)C(C)O1,0.2755
96849,CN=C1CC(O)C(C)O1,0.2739
96850,CN=C1NC(C)C1(C)O,0.2553
96851,CN=C1OC(C)C1(C)C,0.2816
96852,CN=C1OC(C)C1(C)O,0.275
96853,CN=C1NC(C)C11CO1,0.2426
96854,CN=C1OC(C)C11CC1,0.2711
96855,CN=C1OC(C)C11CN1,0.2624
96856,CN=C1OC(C)C11CO1,0.2607
96857,CN=C1OC(C)C1C#C,0.2737
96858,CN=C1OC(C)C1C#N,0.2717
96859,CN=C1CC(C)N1C=O,0.2247
96860,CN=C1OC(C)C1C=O,0.2167
96861,CN=C1NC(C)C2OC12,0.2422
96862,CN=C1OC(C)C2CC12,0.2686
96863,CN=C1OC(C)C2CN12,0.2749
96864,CN=C1OC(C)C2NC12,0.2574
96865,CN=C1OC(C)C2OC12,0.2565
96866,CN=C1OC(C)C=C1C,0.2114
96867,CN=C1NC(C)CC1=O,0.1611
96868,CN=C1OC(C)CC1=O,0.1856
96869,CN=C1OC(C)OC1=N,0.2275
96870,CN=C1OC(C)OC1=O,0.1974
96871,CN=C1OC(C)CC1C,0.2721
96872,CN=C1OC(C)CC1O,0.2669
96873,CN=C1OC(C)OC1C,0.2778
96874,CN=C1OC(C)CC=C1,0.2026
96875,CN=C1CC(O1)C#CC,0.2655
96876,C[NH+]=C1CC(N1)C([O-])=O,0.2467
96877,CN=C1CC(O1)C(C)=O,0.2203
96878,CN=C1CC(O1)C(N)=O,0.2646
96879,CN=C1CC(O1)C(C)C,0.2783
96880,CN=C1CC(O1)C(C)O,0.281
96881,CN=C1CC(O1)C1CC1,0.2795
96882,CN=C1CC(O1)C1CN1,0.2751
96883,CN=C1CC(O1)C1CO1,0.2817
96884,CN=C1NC(C=O)C1O,0.2063
96885,CN=C1OC(C=O)C1C,0.2122
96886,CN=C1OC(C=O)C1O,0.1931
96887,CN=C1OC(C=C1)C#C,0.2091
96888,CN=C1CC(CC#C)O1,0.2774
96889,CN=C1CC(CC#N)O1,0.2777
96890,CN=C1CC(CC=O)O1,0.2221
96891,CN=C1OC2(C)C(C)C12,0.2702
96892,CN=C1OC2(C)C(O)C12,0.2615
96893,CN=C1NC2(C)CC12O,0.2327
96894,CN=C1OC2(C)CC12C,0.273
96895,CN=C1OC2(C)CC12N,0.2605
96896,CN=C1OC2(C)CC12O,0.2685
96897,CN=C1OC2(C)CC1C2,0.2779
96898,CN=C1NC2(C)COC12,0.2402
96899,CN=C1OC2(C)CCC12,0.2733
96900,CN=C1OC2(C)CNC12,0.2538
96901,CN=C1OC2(C)COC12,0.2559
96902,CN=C1CC2(CN12)C#C,0.2379
96903,CN=C1CC2(CN12)C#N,0.2378
96904,CN=C1OC2(CC12)C#C,0.2497
96905,CN=C1OC2(CC12)C#N,0.2506
96906,CN=C1OC2(CC12)C=O,0.2143
96907,CN=C1NC2(CC2)C1O,0.2488
96908,CN=C1OC2(CC2)C1C,0.2699
96909,CN=C1OC2(CC2)C1N,0.264
96910,CN=C1OC2(CC2)C1O,0.26
96911,CN=C1OC2(CC2)C=C1,0.1881
96912,CN=C1CC2(CC2C)O1,0.2691
96913,CN=C1CC2(CC2O)O1,0.2715
96914,CN=C1CC2(CCC2)O1,0.2782
96915,CN=C1CC2(COC2)O1,0.2791
96916,CN=C1OC23CC(C2)C13,0.2656
96917,CN=C1OC23CN(C2)C13,0.228
96918,CN=C1CC2C(C#C)N12,0.2393
96919,CN=C1CC2C(C#N)N12,0.2401
96920,CN=C1OC2C(C#C)C12,0.2534
96921,CN=C1OC2C(C#N)C12,0.2587
96922,CN=C1NC2C(C)C12O,0.2437
96923,CN=C1NC2C(N)C12O,0.2393
96924,CN=C1NC2C(O)C12O,0.2448
96925,CN=C1OC2C(C)C12C,0.2708
96926,CN=C1OC2C(C)C12N,0.2447
96927,CN=C1OC2C(C)C12O,0.2574
96928,CN=C1OC2C(N)C12N,0.2454
96929,CN=C1OC2C(O)C12C,0.2598
96930,CN=C1OC2C(O)C12N,0.2569
96931,CN=C1OC2C(O)C12O,0.2525
96932,CN=C1CC2C(C)C2O1,0.2655
96933,CN=C1CC2C(O)C2O1,0.268
96934,CN=C1NC2C(C)C2O1,0.2704
96935,CN=C1NC2C(N)C2O1,0.2626
96936,CN=C1NC2C(O)C2O1,0.2658
96937,CN=C1NC2C(C)OC12,0.2431
96938,CN=C1OC2C(C)CC12,0.275
96939,CN=C1OC2C(C)NC12,0.256
96940,CN=C1OC2C(C)OC12,0.2585
96941,CN=C1OC2C(O)CC12,0.2758
96942,CN=C1OC2C(C=O)C12,0.2175
96943,CN=C1OC2C1C2(C)C,0.2667
96944,CN=C1OC2C1C2(C)O,0.2621
96945,CN=C1OC2C3CC1C23,0.2641
96946,CN=C1OC2C3CN1C23,0.2668
96947,CN=C1OC2C3NC1C23,0.2445
96948,CN=C1OC2C3OC1C23,0.2389
96949,CN=C1OC2C3CC2C13,0.2671
96950,CN=C1OC2C3NC2C13,0.2539
96951,CN=C1OC2C3OC2C13,0.2547
96952,CN=C1OC2C3CC3C12,0.2726
96953,CN=C1OC2C3CN3C12,0.2502
96954,CN=C1OC2C3NC3C12,0.267
96955,CN=C1OC2C3OC3C12,0.2716
96956,CN=C1OC2C=CCC12,0.2417
96957,CN=C1OC2CC(C)C12,0.2723
96958,CN=C1OC2CC(O)C12,0.2702
96959,CN=C1OC2CN(C)C12,0.2375
96960,CN=C1CC2CC(C2)O1,0.2636
96961,CN=C1CN2CC(C2)O1,0.2441
96962,CN=C1OC2CC1(C)C2,0.2786
96963,CN=C1OC2CC1(O)C2,0.2791
96964,CN=C1NC2CC12C#N,0.2471
96965,CN=C1OC2CC12C#C,0.2594
96966,CN=C1OC2CC12C#N,0.2651
96967,CN=C1OC2CC12C=O,0.2159
96968,CN=C1OC2CC1C2=O,0.2048
96969,CN=C1OC2CC1C2C,0.2765
96970,CN=C1OC2CC1C2O,0.2703
96971,CN=C1OC2CC1C=C2,0.2265
96972,CN=C1OC2OC1C=C2,0.2248
96973,CN=C1CC2(C)CC2O1,0.2644
96974,CN=C1CC2(O)CC2O1,0.2631
96975,CN=C1CC2CC2(C)O1,0.265
96976,CN=C1NC2(C)CC2O1,0.2697
96977,CN=C1NC2CC2(C)O1,0.2702
96978,CN=C1NC2CC2C1=O,0.1841
96979,CN=C1OC2CC2C1=O,0.1848
96980,CN=C1OC2CC2C1C,0.2662
96981,CN=C1OC2CC2C1O,0.2655
96982,CN=C1OC2CC2C=C1,0.1914
96983,CN=C1OC2CC3C2C13,0.2658
96984,CN=C1OC2CC3C2N13,0.2737
96985,CN=C1OC2CN3C2C13,0.2506
96986,CN=C1CC2CN=CN12,0.235
96987,CN=C1OC2CC=CC12,0.2499
96988,CN=C1NC2CCC12O,0.2509
96989,CN=C1NC2COC12C,0.2443
96990,CN=C1OC2CCC12C,0.2772
96991,CN=C1OC2CCC12N,0.2673
96992,CN=C1OC2CCC12O,0.2741
96993,CN=C1OC2CNC12C,0.2595
96994,CN=C1OC2COC12C,0.2611
96995,CN=C1OC2CC1CO2,0.2768
96996,CN=C1OC2CCC1C2,0.2759
96997,CN=C1OC2CCC1O2,0.2739
96998,CN=C1OC2CNC1C2,0.2628
96999,CN=C1OC2COC1C2,0.2639
97000,CN=C1OC2CCC2=C1,0.1989
97001,CN=C1OC2CNC2=C1,0.191
97002,CN=C1CC2CCC2O1,0.2736
97003,CN=C1CC2OCC2O1,0.2731
97004,CN=C1NC2CCOC12,0.2499
97005,CN=C1OC2CCCC12,0.2778
97006,CN=C1OC2CCNC12,0.2611
97007,CN=C1OC2CCOC12,0.2648
97008,CN=C1OC2COCC12,0.2777
97009,CN=C1NC=C(C)C1=O,0.1503
97010,CN=C1CN=C(C)N1C,0.2155
97011,CN=C1CN=C(N1)C#C,0.1857
97012,CN=C1CN=C(N1)C#N,0.1817
97013,CN=C1CN=C(N1)C=O,0.1525
97014,CN=C1CN=C2CCN12,0.2195
97015,CN=C1NC=C2COC12,0.1839
97016,C[NH+]=C1[CH-]C(=O)C=CN1,0.2026
97017,CN=C1CC=CC(=O)N1,0.1947
97018,CN=C1CC=CC(=O)O1,0.2016
97019,CN=C1CC=CC(C)O1,0.2516
97020,CN=C1NC=NC1(C)C,0.2233
97021,CN=C1NC=CC11CO1,0.189
97022,CN=C1NC=NC11CC1,0.2071
97023,C[NH+]=C1NC=C[C-]1C#N,0.2084
97024,CN=C1NC=NC1C#C,0.2224
97025,CN=C1CC=CN1C=O,0.2033
97026,CN=C1CN=CN1C=N,0.2121
97027,CN=C1CN=CN1C=O,0.2154
97028,CN=C1NC=NC1C=O,0.201
97029,CN=C1NC=CC2OC12,0.1998
97030,CN=C1NC=CCC1=O,0.1588
97031,CN=C1NC=NCC1O,0.225
97032,CN=C1CCC(=O)N1C,0.2375
97033,CN=C1CNC(=O)N1C,0.2411
97034,CN=C1COC(=N)N1C,0.237
97035,CN=C1COC(=O)N1C,0.2465
97036,CN=C1NCC(=O)C1O,0.1896
97037,CN=C1NCC(=O)N1C,0.235
97038,CN=C1OCC(=N)N1C,0.2355
97039,CN=C1OCC(=O)C1C,0.2101
97040,CN=C1OCC(=O)C1O,0.2015
97041,CN=C1OCC(=O)N1C,0.2413
97042,CN=C1CCC(=O)CO1,0.2155
97043,CN=C1CNC(=O)CO1,0.2589
97044,CN=C1COC(=N)CN1,0.2477
97045,CN=C1COC(=N)CO1,0.2579
97046,CN=C1COC(=O)CN1,0.237
97047,CN=C1COC(=O)CO1,0.2542
97048,CN=C1NCC(=O)CO1,0.19
97049,CN=C1OCC(=C1)C#C,0.1759
97050,CN=C1OCC(=C1)C#N,0.1749
97051,CN=C1CC(C)(C)CO1,0.2761
97052,CN=C1CC(C)(O)CO1,0.2756
97053,CN=C1CCC(C)(C)O1,0.2732
97054,CN=C1COC(C)(C)O1,0.2782
97055,CN=C1NC(C)(C)CO1,0.2794
97056,CN=C1OCC(C)=C1C,0.2108
97057,CN=C1OCC(N)=C1C,0.2058
97058,CN=C1CC=C(C)CO1,0.2486
97059,CN=C1CN=C(N)CO1,0.2457
97060,CN=C1NCC(C)C1=O,0.1808
97061,CN=C1NCC(O)C1=O,0.1767
97062,CN=C1OCC(C)C1=O,0.1839
97063,CN=C1OCC(O)C1=O,0.1821
97064,CN=C1OCC(C)C1C,0.2728
97065,CN=C1OCC(C)C1O,0.2775
97066,CN=C1OCC(O)C1C,0.2725
97067,CN=C1OCC(O)C1O,0.2759
97068,CN=C1OCC(C)C=C1,0.2075
97069,CN=C1OCC(O)C=C1,0.2079
97070,CN=C1CCC(C)CO1,0.2637
97071,CN=C1CCC(O)CO1,0.2635
97072,CN=C1CNC(C)CO1,0.2546
97073,CN=C1COC(C)CO1,0.2608
97074,CN=C1COC(N1)=NC,0.2386
97075,CN=C1CC(CO1)C#C,0.2711
97076,CN=C1CC(CO1)C#N,0.2634
97077,CN=C1CCC(O1)C#C,0.2689
97078,CN=C1CCC(O1)C#N,0.264
97079,CN=C1COC(O1)C#C,0.2705
97080,CN=C1COC(O1)C#N,0.2678
97081,CN=C1NC(CO1)C#C,0.2482
97082,CN=C1NC(CO1)C#N,0.245
97083,CN=C1NCC(O1)C#N,0.2321
97084,CN=C1CC(CO1)C=O,0.2204
97085,CN=C1CCC(O1)C=O,0.2096
97086,CN=C1COC(O1)C=O,0.2072
97087,CN=C1NC(CO1)C=O,0.1815
97088,CN=C1OCC(C=O)=C1,0.1597
97089,CN=C1NCC1(N)C#N,0.2399
97090,CN=C1NCC1(O)C#C,0.2387
97091,CN=C1NCC1(O)C#N,0.2372
97092,CN=C1OCC1(C)C#C,0.2713
97093,CN=C1OCC1(C)C#N,0.2696
97094,CN=C1OCC1(N)C#C,0.2531
97095,CN=C1OCC1(N)C#N,0.2616
97096,CN=C1OCC1(O)C#C,0.2561
97097,CN=C1OCC1(O)C#N,0.2546
97098,CN=C1NCC1(O)C=O,0.189
97099,CN=C1OCC1(C)C=O,0.216
97100,CN=C1OCC1(O)C=O,0.2068
97101,CN=C1NCC11OC1C,0.2412
97102,CN=C1OCC11CC1C,0.2703
97103,CN=C1OCC11CC1O,0.2615
97104,CN=C1OCC11CN1C,0.2534
97105,CN=C1OCC11NC1C,0.2627
97106,CN=C1OCC11OC1C,0.2612
97107,CN=C1NCC11CCO1,0.241
97108,CN=C1OCC11CCC1,0.2724
97109,CN=C1OCC11CCN1,0.2513
97110,CN=C1OCC11CCO1,0.2576
97111,CN=C1OCC11COC1,0.2721
97112,CN=C1OCC1C#CC,0.2711
97113,CN=C1CCN1C(C)=O,0.228
97114,CN=C1CCN1C(N)=O,0.2423
97115,C[NH+]=C1NCC1C([O-])=O,0.2342
97116,CN=C1OCC1C(C)=O,0.2271
97117,CN=C1OCC1C(N)=O,0.2593
97118,CN=C1OCC1C(C)C,0.2788
97119,CN=C1OCC1C(C)O,0.2768
97120,CN=C1OCC1N(C)C,0.2469
97121,CN=C1OCC1C1CC1,0.2771
97122,CN=C1OCC1C1CN1,0.2591
97123,CN=C1OCC1C1CO1,0.2766
97124,CN=C1OCC1N1CC1,0.2536
97125,CN=C1OCC1CC#C,0.2734
97126,CN=C1OCC1CC#N,0.2739
97127,CN=C1NCC1OC=N,0.248
97128,CN=C1NCC1OC=O,0.2426
97129,CN=C1OCC1CC=O,0.2237
97130,CN=C1OCC1NC=O,0.2715
97131,CN=C1OCC1OC=N,0.2604
97132,CN=C1OCC1OC=O,0.2599
97133,CN=C1NCC2(C)OC12,0.2436
97134,CN=C1OCC2(C)CC12,0.2683
97135,CN=C1OCC2(C)CN12,0.2755
97136,CN=C1OCC2(C)NC12,0.2566
97137,CN=C1OCC2(C)OC12,0.2563
97138,CN=C1OCC2(O)CC12,0.2666
97139,CN=C1CC2(CC2)CO1,0.2747
97140,CN=C1CC2(CN2)CO1,0.272
97141,CN=C1CC2(CO2)CO1,0.2721
97142,CN=C1CCC2(CC2)O1,0.2671
97143,CN=C1NC2(CC2)CO1,0.2751
97144,CN=C1OCC2C(C)C12,0.2673
97145,CN=C1OCC2C(C)N12,0.2723
97146,CN=C1OCC2C(O)C12,0.2646
97147,CN=C1OCC2C1N2C,0.251
97148,CN=C1OCC2CC12C,0.2711
97149,CN=C1OCC2CC12O,0.2608
97150,CN=C1OCC2NC12C,0.2607
97151,CN=C1OCC2OC12C,0.26
97152,CN=C1OCC2CC1C2,0.2732
97153,CN=C1OCC2CC1N2,0.2612
97154,CN=C1OCC2CC1O2,0.2578
97155,CN=C1CC2CC2CO1,0.2707
97156,CN=C1CC2NC2CO1,0.2703
97157,CN=C1CC2OC2CO1,0.2691
97158,CN=C1CCC2CC2O1,0.269
97159,CN=C1CN2CC2CO1,0.2554
97160,CN=C1CNC2CC2O1,0.2552
97161,CN=C1COC2CC2O1,0.2633
97162,CN=C1OCC2CCC12,0.2683
97163,CN=C1OCC2CCN12,0.2668
97164,CN=C1OCC2COC12,0.2512
97165,CN=C1OCC2OCC12,0.2671
97166,CN=C1CC(C)=CCO1,0.2478
97167,CN=C1OCC=C1C#C,0.1881
97168,CN=C1OCC=C1C#N,0.1854
97169,CN=C1OCC=C1C=O,0.1702
97170,CN=C1NCC=CC1=O,0.1511
97171,CN=C1OCC=CC1C,0.2533
97172,CN=C1OCC=CC1O,0.2533
97173,CN=C1OCC=CC=C1,0.1684
97174,CN=C1CCC=CCO1,0.2394
97175,CN=C1CC(=N)OCO1,0.2625
97176,CN=C1CC(=O)CCO1,0.2191
97177,CN=C1CC(=O)OCO1,0.2556
97178,CN=C1CCCC(=O)N1,0.2342
97179,CN=C1CCCC(=O)O1,0.245
97180,CN=C1CCNC(=O)N1,0.2474
97181,CN=C1CCNC(=O)O1,0.2592
97182,CN=C1CCOC(=N)N1,0.2349
97183,CN=C1CCOC(=O)N1,0.2479
97184,CN=C1CCOC(=O)O1,0.2595
97185,CN=C1CNCC(=O)N1,0.2173
97186,CN=C1CNCC(=O)O1,0.2272
97187,CN=C1COCC(=N)N1,0.2318
97188,CN=C1COCC(=O)N1,0.2356
97189,CN=C1COCC(=O)O1,0.2457
97190,CN=C1NC(=N)OCO1,0.2504
97191,CN=C1NC(=O)CCO1,0.2348
97192,CN=C1NC(=O)OCO1,0.2565
97193,CN=C1NCCC(=O)N1,0.2181
97194,CN=C1OCCC(C)=C1,0.2062
97195,CN=C1OCCC(N)=C1,0.197
97196,CN=C1CC(C)CCO1,0.2656
97197,CN=C1CC(C)OCO1,0.2651
97198,CN=C1CC(O)CCO1,0.2648
97199,CN=C1CCCC(C)O1,0.2649
97200,CN=C1CCOC(C)O1,0.2645
97201,CN=C1CN(C)CCO1,0.2484
97202,CN=C1CNCC(C)O1,0.2448
97203,CN=C1COCC(C)O1,0.2616
97204,CN=C1OCCC1(C)C,0.2764
97205,CN=C1OCCC1(C)O,0.2777
97206,CN=C1OCOC1(C)C,0.2787
97207,CN=C1OCCC11CC1,0.2678
97208,CN=C1OCCC11CN1,0.2571
97209,CN=C1OCCC11CO1,0.254
97210,CN=C1OCOC11CC1,0.2662
97211,CN=C1OCOC1=NC,0.2244
97212,CN=C1OCCC1C#C,0.2631
97213,CN=C1OCCC1C#N,0.2625
97214,CN=C1OCOC1C#C,0.2659
97215,CN=C1OCOC1C#N,0.265
97216,CN=C1CCCN1C=O,0.2304
97217,CN=C1NCCN1C=O,0.226
97218,CN=C1OCCC1C=O,0.2164
97219,CN=C1OCCN1C=N,0.2323
97220,CN=C1OCCN1C=O,0.2337
97221,CN=C1OCOC1C=O,0.214
97222,CN=C1COCC2CN12,0.2342
97223,CN=C1OCCC2CC12,0.2622
97224,CN=C1OCCC2CN12,0.2614
97225,CN=C1OCCC2NC12,0.2546
97226,CN=C1OCCC2OC12,0.2533
97227,CN=C1OCCN2CC12,0.2473
97228,CN=C1OCOC2CC12,0.2618
97229,CN=C1OCCC=C1C,0.2111
97230,CN=C1OCCN=C1N,0.2022
97231,CN=C1CC=CCCO1,0.2479
97232,CN=C1CN=COCO1,0.257
97233,CN=C1NC=NCCO1,0.226
97234,CN=C1NCCCC1=O,0.182
97235,CN=C1NCCNC1=O,0.1938
97236,CN=C1NCCOC1=N,0.1894
97237,CN=C1NCCOC1=O,0.1855
97238,CN=C1OCCCC1=O,0.1896
97239,CN=C1OCCNC1=N,0.1993
97240,CN=C1OCCNC1=O,0.2198
97241,CN=C1OCCOC1=N,0.2178
97242,CN=C1OCCOC1=O,0.1962
97243,CN=C1OCOCC1=O,0.1847
97244,CN=C1OCCCC1C,0.2638
97245,CN=C1OCCCC1O,0.2755
97246,CN=C1OCCNC1C,0.2537
97247,CN=C1OCCOC1C,0.2593
97248,CN=C1OCOCC1C,0.2645
97249,CN=C1OCOCC1O,0.2752
97250,CN=C1OCCCC=C1,0.2049
97251,CN=C1OCCNC=C1,0.1903
97252,CN=C1OCOCC=C1,0.2052
97253,CN=C1CCCCCO1,0.2641
97254,CN=C1CCCOCO1,0.2638
97255,CN=C1CCOCCO1,0.2641
97256,CN=C1COCCCO1,0.2628
97257,CC(=O)C(N=CN)C#N,0.2125
97258,NC=NC(C#C)C(N)=O,0.241
97259,NC=[NH+]C(C#C)C([O-])=O,0.1385
97260,NC=N[C-](C#N)C(N)=[NH2+],0.1808
97261,CC(N=CN)(C#C)C#C,0.2548
97262,CC(N=CN)(C#C)C#N,0.2535
97263,CC(N=CN)(C#N)C#N,0.2499
97264,CC(C)([NH+]=CN)C([O-])=O,0.2442
97265,CC(C=O)(N=CN)C#N,0.2103
97266,CN=CN(C)C(=N)C#N,0.1814
97267,CN=CN(C)C(=O)C#C,0.1961
97268,CN=CN(C)C(=O)C#N,0.1943
97269,CN=CN(C)C(=N)C=O,0.1482
97270,CN=CN(C)C(=O)C=O,0.1642
97271,CC(CC([O-])=O)[NH+]=CN,0.2435
97272,C[NH+]=CN(C)CC([O-])=O,0.2466
97273,CC(=O)C(C=O)N=CN,0.199
97274,CN=CN(C=N)C(C)=O,0.2263
97275,CN=CN(C=N)C(N)=O,0.2289
97276,CN=CN(C=O)C(C)=N,0.2257
97277,CN=CN(C=O)C(C)=O,0.2221
97278,CN=CN(C=O)C(N)=N,0.2129
97279,CN=CN(C=O)C(N)=O,0.2233
97280,NC=NC(C=O)C(N)=O,0.1983
97281,CN=CN(C=O)C(C)C,0.2221
97282,CN=CN(C=O)C1CC1,0.2139
